,movieId,plot
7957,96281,"A misunderstood boy takes on ghosts, zombies and grown-ups to save his town from a centuries-old curse."
7958,96283,"School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?"
7959,96373,Three suburban English families' lives intertwine with tragic consequences.
7960,96411,A look at the making of HUMANCENTiPAD (2011).
7961,96417,"In Manhattan, a bike messenger picks up an envelope that attracts the interest of a dirty cop, who pursues the cyclist throughout the city."
7962,96430,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears."
7963,96432,"Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
7964,96448,"After the events at Lake Victoria, the pre-historic school of blood-thirsty piranhas make their way into a newly opened waterpark."
7965,96471,"Assigned to a Vice squad, Detective Chief Inspector Jane Tennison (Dame Helen Mirren) investigates a child murder and discovers a sinister link to the police."
7966,96488,"Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock n roller, Rodriguez."
7967,96518,"Detective Superintendent Jane Tennison's (Dame Helen Mirren's) investigation of the murder of a Bosnian refugee leads her to one, or possibly two, Serbian war criminals determined to silence the last witness to a massacre a decade before."
7968,96520,"Superintendent Jane Tennison (Dame Helen Mirren) orchestrates a search for an abducted baby, but events take a turn for the worse when personal emotions cause complications."
7969,96530,"A comedy that follows nine very different couples on the night they conceive, showing that sex can sometimes be more neurotic than erotic."
7970,96563,A further followup of the case of the West Memphis Three and the decades long fight to exonerate them that finally gained traction with new DNA evidence.
7971,96567,A writer at the peak of his literary success discovers the steep price he must pay for stealing another man's work.
7972,96588,"Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition."
7973,96606,"Filmed over nearly five years in twenty-five countries on five continents, and shot on seventy-millimetre film, Samsara transports us to the varied worlds of sacred grounds, disaster zones, industrial complexes, and natural wonders."
7974,96608,"In an attempt to convince Minnie that he hasn't forgotten to buy her an anniversary present, Mickey Mouse ends up promising to take her to Hawaii. Funds being short, he applies for a job as lab assistant to the sinister Dr. Frankenollie, who happens to be searching for a donor to provide his monstrous creation with a brain...::Ross Horsley <ics6rh@leeds.ac.uk>"
7975,96610,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
7976,96616,"While in his teens, Donny fathered a son, Todd, and raised him as a single parent until Todd's 18th birthday. Now Donny resurfaces just before Todd's wedding after years apart, sending the groom-to-be's world crashing down."
7977,96655,"In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team."
7978,96691,Alice fights alongside a resistance movement to regain her freedom from an Umbrella Corporation testing facility.
7979,96726,"Dumped by her boyfriend just three weeks before their wedding, Lola enlists her close friends for a series of adventures she hopes will help her come to terms with approaching 30 as a single woman."
7980,96728,A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by the Cause and its charismatic leader.
7981,96737,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
7982,96811,"Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
7983,96815,"When a group of misfits are hired by an unknown third party to burglarize a desolate house and acquire a rare VHS tape, they discover more found footage than they bargained for."
7984,96821,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.
7985,96829,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
7986,96832,"From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar."
7987,96861,"In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
7988,96917,"After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy. A double murder is not an accident."
7989,96935,"A car accident gives a spoiled, troubled young woman the ability to see ghosts, including one of a former classmate."
7990,96945,A look at the dissolution of a marriage.
7991,96964,"When her child goes missing, a mother looks to unravel the legend of the Tall Man, an entity who allegedly abducts children."
7992,96975,"As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her."
7993,97024,"Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident."
7994,97168,"A documentary on the life, music, and legacy of Bob Marley."
7995,97172,"When a boy's beloved dog passes away suddenly, he attempts to bring the animal back to life through a powerful science experiment."
7996,97188,Washed-up true crime writer Ellison Oswalt finds a box of super 8 home movies in his new home that suggest the murder that he is currently researching is the work of a serial killer whose legacy dates back to the 1960s.
7997,97194,A revealing and insightful look into the making of this underrated horror film.
7998,97225,"Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
7999,97230,"The documentary investigates the history, process and workflow of both digital and photochemical film creation."
8000,97285,A prison truck is assaulted and the two convicts inside are murdered. The prison guard on duty gets suspended for negligence and takes it upon himself to track down the killers.
8001,97304,"Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
8002,97306,A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
8003,97328,"When 30-something Jesse returns to his alma mater for a professor's retirement party, he falls for Zibby, a college student, and is faced with a powerful attraction that springs up between them."
8004,97470,3 women are sent to intercept a major drug deal at a diner at 3 AM and get the money. Simple - save for Murphy's law: Anything that can go wrong will go wrong.
8005,97643,A couple's wedding day turns horrific as some of the guests start showing signs of a strange illness.
8006,97665,Asterix crosses the channel to help second-cousin Anticlimax face down Julius Caesar and invading Romans.
8007,97701,"It has been five years since the disappearance of Katie and Hunter, and a suburban family witness strange events in their neighborhood when a woman and a mysterious child move in."
8008,97742,A homicide detective is pushed to the brink of his moral and physical limits as he tangles with a ferociously skilled hired killer who specializes in torture and pain.
8009,97752,"An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution."
8010,97757,"In-depth documentary about the history of the Hellboy comic book, the history of the character and the making of the 2004 movie adaptation of the same name."
8011,97785,"When her adoptive father disappears, Sharon Da Silva is drawn into a strange and terrifying alternate reality that holds answers to the horrific nightmares that have plagued her since childhood."
8012,97836,A high-school biology teacher looks to become a successful mixed martial arts fighter in an effort to raise money to prevent extracurricular activities from being axed at his cash-strapped school.
8013,97858,"A charismatic, crazy hothead transforms a family's life when she becomes the nanny of five girls whose mother has cracked from her husband's political ambitions and his infidelity."
8014,97860,"Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse."
8015,97866,A documentary centered on a young man in Spain who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.
8016,97870,A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.
8017,97904,A married couple whose bond is built on a mutual love of alcohol gets their relationship put to the test when the wife decides to get sober.
8018,97913,"A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
8019,97921,"After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
8020,97923,"An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
8021,97936,"In late-19th-century Russian high society, St. Petersburg aristocrat Anna Karenina enters into a life-changing affair with the dashing Count Alexei Vronsky."
8022,97938,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
8023,97950,"On the hunt for a fabled treasure of gold, a band of warriors, assassins, and a rogue British soldier descend upon a village in feudal China, where a humble blacksmith looks to defend himself and his fellow villagers."
8024,97988,Chaos breaks out in a small Maryland town after an ecological disaster occurs.
8025,98061,"After two teenagers from abusive households befriend each other, their lives take a dark adventure into existentialism, despair, and human frailty."
8026,98083,"Because too much is never enough! The complete cast and crew of Jackass 3D return with an all-new UNRATED movie. Loaded with OVER AN HOUR of outrageous bonus footage, get all of the hilarious pranks, stupidity and mayhem you crave with Jackass 3.5.::Anonymous"
8027,98122,"A documentary that follows the journeys of indie game developers as they create games and release those works, and themselves, to the world."
8028,98124,"Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?"
8029,98154,"As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
8030,98160,"Polar-opposite brothers Randy and Kirk never saw eye-to-eye, but their rivalry is taken to a new level when Randy hijacks Kirk's son's sleepover, taking the boys on a Scout Trip to remember."
8031,98175,Two female vampires in modern-day New York City are faced with daunting romantic possibilities.
8032,98203,"After the birth of Renesmee/Nessie, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi."
8033,98230,"The night of their high school reunion, a group of friends realize they still haven't quite grown up in some ways."
8034,98239,A group of teenagers look to save their town from an invasion of North Korean soldiers.
8035,98243,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world."
8036,98279,"A crime novelist, whose research on Victorian serial killers has turned him into a paranoid wreck, must confront his worst fears, when a film executive takes a sudden interest in his movie script."
8037,98296,Two siblings decide to fend for themselves in the wake of a botched casino heist and their unlikely reunion during another family's Thanksgiving celebration.
8038,98361,"Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort."
8039,98491,An office worker meets the girl of his dreams and uses a fleet of paper airplanes to get her attention.
8040,98499,"A young man whose sickly grandfather has taught him a secret form of Kung Fu, starts to make a living off of his unique fighting style, only to attract the attention of his grandfather's mortal enemy."
8041,98503,"A young man poses as ""the Whip King"" and collects the reward for a bandit he has seen killed by a famous bounty hunter. He must now learn Kung Fu if he is to live up to this new persona and conquer the enemies he has inherited."
8042,98585,The relationship between Alfred Hitchcock and his wife Alma Reville during the filming of Psycho (1960) in 1959 is explored.
8043,98604,A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.
8044,98607,"A story about the most popular racing event in the galaxy, the Redline, and the various racers who compete in it."
8045,98623,"Fresh from prison, five friends try to stay crime free but inadvertently find themselves caught in a Triad war."
8046,98633,"Muscles, cop from Hong Kong, is in Japan chasing a bad HK cop. His cop partner gets taken by the ninja gang. Muscles gets his 5 old no-good friends from the orphanage to help find the bad cop. Lots of comedy and kung-fu fighting follows."
8047,98697,"When they realize the times are changing, five crooks decide to switch from bank robberies to personality abductions. Among their hostages are singer Johnny Hallyday and an ambassador in Latin America. They get framed by a guerrilla leader, who had been kidnapped by them before, and while being tried the French Government decides to let them flee to Africa where they get on with the same old game.::Bernard Dionne <guero@globetrotter.net>"
8048,98799,"An animated, factually incorrect biography of Graham Arthur Chapman, one of the founding members of the comedy group Monty Python."
8049,98809,"A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
8050,98836,"The story of the love affair between FDR and his distant cousin Margaret ""Daisy"" Suckley, centered around the weekend in 1939 when the King and Queen of the United Kingdom visited upstate New York."
8051,98908,"When Andy hears his girlfriend Lauren sigh after sex, he panics. After getting fruitless help from friends, porn stars and tantric experts, he finally realizes that in order to give Lauren the ""O"" word, he first needs to say the ""L"" word."
8052,98961,"A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
8053,99005,"A fireman takes an unexpected course of action when a man whom he's been ordered to testify against, after being held up at a local convenience store, threatens him."
8054,99007,"After a highly unusual zombie saves a still-living girl from an attack, the two form a relationship that sets in motion events that might transform the entire lifeless world."
8055,99030,"Dolph Springer wakes up one morning to realize he has lost the love of his life, his dog, Paul. During his quest to get Paul (and his life) back, Dolph radically changes the lives of others -- risking his sanity all the while."
8056,99087,A former sports star who's fallen on hard times starts coaching his son's football team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive football moms who pursue him at every turn.
8057,99106,"As inventor Andy Brewster is about to embark on the road trip of a lifetime, a quick stop at his mom's house turns into an unexpected cross-country voyage with her along for the ride."
8058,99112,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
8059,99114,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."
8060,99117,"Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
8061,99122,"When a motorbike gang kills an occultist, the evil spirit he was summoning inhabits a damaged bike. The bike is then bought and restored, but reveals its true nature when it tries to exact vengance on the gang, and anyone else who gets in its way.::Jim Cheetham <jim@guernsey.net>"
8062,99130,"Poor Gregory. After being released from the Wishing Well Sanatorium, all he wants to do is make the children happy. So Gregory reopens the old ice cream factory, and all the unappreciative brats are reprocessed into the flavor of the day."
8063,99145,The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.
8064,99149,"In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
8065,99191,"A group of teens entertain themselves by telling an anthology of famous urban legends with a modern twist; including make-out-point, monsters, psychopaths, and ghosts."
8066,99415,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.
8067,99437,"A new street drug that sends its users across time and dimensions has one drawback: some people return no longer human. Can two college drop-outs save humanity from this silent, otherworldly invasion?"
8068,99532,"The scene is set during the French Restoration at the beginning of the 19th century. Jean Valjean, a galley slave who was sent to prison for stealing food, is now released after serving nineteen years. At first he only encounter mistrust and closed doors; only the saintly Bishop Bienvenu treats him kindly and takes him in. The bishop's truly Christian compassion and humanity not only restores Jean Valjean's faith in the good, but also smoothes his way back to an orderly life. As Monsieur Madeleine, Valjean is soon a wealthy industrialist and popular citizen, even becoming the mayor of a small provincial town. His good fortune departs, however, when he meets Fantine, one of his workers, an unmarried mother who tragically dies of consumption. The well-intentioned Valjean frees Fantine's illegitimate daughter Cosette from the clutches of her insidious foster parents, and looks after her like a father. When Valjean reveals his true identity in order to prevent an innocent man who closely resembles him from being sold into a life of slavery as a result of a police error, he is convicted yet again. Valjean soon succeeds in escaping yet again, however, and manages to live under a false name in Paris for a few years. When Cosette, now a young lady, falls in love with the young attorney Marius Pontmercy, Valjean forbids the match - because he has fallen in love with the young girl himself... At this point, however, Marius finds out about Valjean's disreputable past and about Valjean's love for her and has no choice but to keep him away from Cosette. Valjean, thinking of his former benefactor Bishop Bienvenu, now makes the ultimate sacrifice - he decides to do without Cosette. A short while later Valjean falls seriously ill, but in the face of death he leaves a message of love to the young couple: ""There is only one thing in the world that is important - and that is to love each other.""::Anonymous"
8069,99574,"A salesman for a natural gas company experiences life-changing events after arriving in a small town, where his corporation wants to tap into the available resources."
8070,99636,"A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English."
8071,99638,"Several seemingly unrelated but surprisingly intertwined tales reveal how a Japanese band that independently invented punk rock in 1975 is, 37 years later, connected to a comet that is about to destroy the world."
8072,99721,A young woman travels to Texas to collect an inheritance; little does she know that an encounter with a chainsaw-wielding killer is part of the reward.
8073,99728,"It's 1949 Los Angeles, the city is run by gangsters and a malicious mobster, Mickey Cohen. Determined to end the corruption, John O'Mara assembles a team of cops, ready to take down the ruthless leader and restore peace to the city."
8074,99750,"The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters had any clue about his real profession."
8075,99764,"Bill struggles to put together his shattered psyche, in this new feature film version of Don Hertzfeldt's animated short film trilogy."
8076,99813,The Batman has returned after a 10-year absence. The Gotham authorities want to arrest him. An old foe wants a reunion. The Feds want the Man of Tomorrow to put a stop to him.
8077,99846,A history of the James Bond films.
8078,99853,"The adventures of lesbian space aliens on the planet Earth, and the story of the romance between Jane, a shy greeting card store employee, and Zoinx, the woman Jane does not realize is from outer-space. Meanwhile, two government agents, or 'Men In Black, ' are closely tracking Jane and the aliens while harboring their own secrets.::Anonymous"
8079,99910,"The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff."
8080,99917,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives."
8081,99992,"Set in 1990s Belfast, an active member of the IRA becomes an informant for MI5 in order to protect her son's welfare."
8082,100044,"Like all life forms, humanity partially adapts to types of natural environment, yet also tends to change them. Each episode examines how life differs for men and nature in some type of environment, from Arctic to desert and jungle, from coasts to mountains.::KGF Vissers"
8083,100068,"A veteran chef faces off against his restaurant group's new CEO, who wants to the establishment to lose a star from its rating in order to bring in a younger chef who specializes in molecular gastronomy."
8084,100083,A series of interconnected short films follows a washed-up producer as he pitches insane story lines featuring some of the biggest stars in Hollywood.
8085,100106,Philosopher Slavoj Zizek examines the hidden themes and existential questions asked by world renowned films.
8086,100159,"Chris wants to show girlfriend Tina his world, but events soon conspire against the couple and their dream caravan holiday takes a very wrong turn."
8087,100163,Brother-sister duo Hansel and Gretel are professional witch hunters who help innocent villagers. But they soon stumble upon a case that could hold the key to their past.
8088,100194,Foul-mouthed Australian comedian Jim Jefferies puts everything out there in this raunchy EPIX comedy special -- and shows off his skill for skewering sacred cows and virtually everything else with brutal honesty.
8089,100226,"When a college piano prodigy tries to check his mother into rehab, he is taken hostage by her drug dealer and swept along on a wild adventure."
8090,100277,A restless retired woman teams up with her deceased neighbor's maid to seek out a man who has a secret connection to her past life as a farm owner at the foothill of Mount Tabu in Africa.
8091,100302,"Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love."
8092,100304,"When 19-year-old Adam agrees to do a day's driving for his mum's gangster boyfriend Peter, it takes him on a 24-hour journey into a nightmarish world of murder, sex trafficking and revenge, in the company of aging hit man Roy."
8093,100306,A troubled man gets released from prison and starts taking out his sadistic fantasies on an unsuspecting family living in a secluded house.
8094,100326,A pair of aging stickup men try to get the old gang back together for one last hurrah before one of the guys takes his last assignment - to kill his comrade.
8095,100383,A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.
8096,100390,Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.
8097,100397,A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.
8098,100487,"Ethan Wate longs to escape his small southern town. He meets a mysterious new girl, Lena Duchannes. Together, they uncover dark secrets about their respective families, their history, and their town."
8099,100498,"John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces."
8100,100507,"The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends."
8101,100527,"A young woman with a mysterious past lands in Southport, North Carolina where her bond with a widower forces her to confront the dark secret that haunts her."
8102,100553,Focuses on life and the environment in both the Arctic and Antarctic.
8103,100556,"A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers."
8104,100579,"John looks to take down Luc Deveraux after a home invasion claims his wife and daughter. The fight pits John against Andrew Scott and an army of genetically enhanced warriors; meanwhile, he must contend with a UniSol in relentless pursuit."
8105,100611,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.
8106,100714,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
8107,100737,"A father goes undercover for the DEA in order to free his son, who was imprisoned after being set up in a drug deal."
8108,100810,"As the Barrett family's peaceful suburban life is rocked by an escalating series of disturbing events, they come to learn that a terrifying and deadly force is after them, one which may have arrived from beyond the stars."
8109,100843,An aimless university dropout attempts to make sense of life as he spends one fateful day wandering the streets of Berlin.
8110,100882,"Tang Sanzang, an aspiring Buddhist hero tries to protect a village from three demons. He develops complex feelings for Miss Duan, the demon hunter who repeatedly helps him, and finally quests to meet the legendary Monkey King."
8111,100906,"A supernatural, maniac killer cop teams up with a Times Square serial killer."
8112,101025,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds."
8113,101070,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.
8114,101072,"Horst receives the monthly pension from his grandmother. The only problem is, that she is dead. As a local politician wants to congratulate the grandmother to her birthday Horst ""borrows"" an old lady from a hospital nearby, not recognizing that he just kidnapped actress Elfriede Ott.::themoth-83"
8115,101074,"In a small town, a brewing romantic rivalry with a local tough and a school-teacher culminates in a terrifying ride in the night."
8116,101076,The G.I. Joes are not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.
8117,101088,"After India's father dies, her Uncle Charlie, whom she never knew existed, comes to live with her and her unstable mother. She comes to suspect this mysterious, charming man has ulterior motives and becomes increasingly infatuated with him."
8118,101112,A small-time magician is swept away to an enchanted land and is forced into a power struggle between three witches.
8119,101142,"After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy."
8120,101283,"A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder."
8121,101360,"When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life."
8122,101362,Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.
8123,101415,A shy senior and a down-to-earth junior fall in love over one weekend.
8124,101423,A young woman and her mercenary for hire team run afoul of a violent mob boss and his sociopath daughter.
8125,101525,"A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective."
8126,101529,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go."
8127,101531,A drama centered on the relationship between Phil Spector and defense attorney Linda Kenney Baden while the music business legend was on trial for the murder of Lana Clarkson.
8128,101577,"When an unseen enemy threatens mankind by taking over their bodies and erasing their memories, Melanie Stryder risks everything to protect the people she cares about."
8129,101612,A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.
8130,101739,"Five friends head to a remote cabin, where the discovery of a Book of the Dead leads them to unwittingly summon up demons living in the nearby woods."
8131,101741,An art auctioneer becomes mixed up with a group of criminals partners with a hypnotherapist in order to recover a lost painting.
8132,101765,"A successful woman in love tries to break her family curse of every first marriage ending in divorce, by dashing to the alter with a random stranger before marrying her boyfriend."
8133,101864,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
8134,101884,"A professional diver tutor returns to deep waters after 1 year, following an almost fatal encounter with a great white shark. The nightmare from the deep is still lurking - more carnivorous and hungry than ever."
8135,101895,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
8136,101962,"After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society."
8137,101973,A drama centered on a group of people searching for human connections in today's wired world.
8138,102007,"When a cocky industrialist's efforts to raise an ancient Chinese temple leads him to be seriously wounded and captured by enemy forces, he must use his ideas for a revolutionary power armor in order to fight back as a superhero."
8139,102025,"Earthquakes in central Korea turn out to be the work of Yongary, a prehistoric gasoline-eating reptile that soon goes on a rampage through Seoul."
8140,102033,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong.
8141,102058,Two stories featuring Marvel's anti-hero The Incredible Hulk and his encounters with the X-Man Wolverine and the god known as Thor.
8142,102066,"A man imprisons his estranged junkie friend in an isolated cabin in the boonies of San Diego to force him through a week of sobriety, but the events of that week are being mysteriously manipulated."
8143,102070,"When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive."
8144,102084,"Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses."
8145,102088,"The story of martial-arts master Ip Man, the man who trained Bruce Lee."
8146,102123,"Six Los Angeles celebrities are stuck in James Franco's house after a series of devastating events just destroyed the city. Inside, the group not only have to face the apocalypse, but themselves."
8147,102125,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution."
8148,102165,An English teacher's life is disrupted when a former student returns to her small town after failing as a playwright in New York.
8149,102194,Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.
8150,102217,"Bill Hicks in the height of his genius. Recorded at the Dominion Theatre in London, Hicks opens our eyes and minds to the hypocrisy and ludicrousness of the world around us."
8151,102278,A petty robbery spirals into a tense hostage situation after three gunmen hold up a diner that's a front for the mob.
8152,102338,"The Shaolin Temple is the last place to resist defeat by the Manchu Dynasty, mostly because of their unique fighting style. Men from far and wide come to wait outside the temple, hoping that they will be admitted as pupils. As the Abbot becomes older, he realizes that the Manchus are determined to destroy the temple and eradicate the Shaolin fighting techniques. To this end, he decides that it is time at last to admit worthy men into the temple as students, to learn the way of Shaolin.::Murray Chapman <muzzle@cs.uq.oz.au>"
8153,102378,"A slacker hatches a million-dollar idea. But, in order to see it through, he has to learn to trust his attractive corporate counterpart. Based on Max Barry's novel."
8154,102407,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
8155,102445,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
8156,102481,"Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment."
8157,102590,"Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
8158,102602,"Local Georgian pilot Mimino dreams of flying airplanes for major international airlines. To realize his aspirations, he goes to Moscow where he encounters a fellow comrade from the Caucasus, the Armenian Rubik. Many misadventures ensue."
8159,102666,"An ordinary Soviet building manager, living in the 20th century, is extremely similar to Tsar of All Rus' - Ivan IV the Terrible (1530 - 1584). He would never have known about this, but one day his neighbor created a time machine."
8160,102684,"Julian, a drug-smuggler thriving in Bangkok's criminal underworld, sees his life get even more complicated when his mother compels him to find and kill whoever is responsible for his brother's recent death."
8161,102686,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
8162,102716,"Hobbs has Dominic and Brian reassemble their crew to take down a team of mercenaries: Dominic unexpectedly gets sidetracked with facing his presumed deceased girlfriend, Letty."
8163,102720,A teenager finds herself transported to a deep forest setting where a battle between the forces of good and the forces of evil is taking place. She bands together with a rag-tag group of characters in order to save their world -- and ours.
8164,102735,A recipient of an experimental body enhancement chemical retaliates against his would be killers as a star spangled superhero.
8165,102742,"The impact of the decline of heavy industry on workers and their families in the Tiexi district of Shenyang, China, at the turn of the 21st century, documented unflinchingly by a fly-on-the-wall camera."
